1000, 72484, 0, 0, 0
2000, 72044, 0, 0, 0
3000, 73992, 0, 0, 0
4000, 74482, 0, 0, 0
5000, 73440, 0, 0, 0
6000, 72964, 0, 0, 0
7000, 72300, 0, 0, 0
8000, 71979, 0, 0, 0
9000, 73584, 0, 0, 0
10000, 73097, 0, 0, 0
11000, 73081, 0, 0, 0
12000, 73180, 0, 0, 0
13000, 73296, 0, 0, 0
14000, 72096, 0, 0, 0
15000, 72864, 0, 0, 0
16000, 73029, 0, 0, 0
17000, 72824, 0, 0, 0
18000, 74004, 0, 0, 0
19000, 75739, 0, 0, 0
20000, 74698, 0, 0, 0
21000, 74548, 0, 0, 0
22000, 74120, 0, 0, 0
23000, 75620, 0, 0, 0
24000, 76140, 0, 0, 0
25000, 74514, 0, 0, 0
26000, 75788, 0, 0, 0
27000, 75663, 0, 0, 0
28000, 74976, 0, 0, 0
29000, 73525, 0, 0, 0
30000, 74810, 0, 0, 0
31000, 75464, 0, 0, 0
32000, 74770, 0, 0, 0
33000, 73984, 0, 0, 0
34000, 74646, 0, 0, 0
35000, 75583, 0, 0, 0
36000, 75144, 0, 0, 0
37000, 74714, 0, 0, 0
38000, 74608, 0, 0, 0
39000, 75567, 0, 0, 0
40000, 75043, 0, 0, 0
41000, 73920, 0, 0, 0
42000, 74658, 0, 0, 0
43001, 74584, 0, 0, 0
44000, 75271, 0, 0, 0
45000, 73981, 0, 0, 0
46000, 74158, 0, 0, 0
47000, 75671, 0, 0, 0
48000, 74384, 0, 0, 0
49000, 74958, 0, 0, 0
50000, 74470, 0, 0, 0
51000, 74682, 0, 0, 0
52000, 72904, 0, 0, 0
53000, 75203, 0, 0, 0
54000, 76000, 0, 0, 0
55000, 75796, 0, 0, 0
56000, 74750, 0, 0, 0
57000, 75063, 0, 0, 0
58001, 76040, 0, 0, 0
59001, 76032, 0, 0, 0
60000, 74246, 0, 0, 0
61000, 74092, 0, 0, 0
62000, 74738, 0, 0, 0
63000, 75263, 0, 0, 0
64000, 74622, 0, 0, 0
65000, 75043, 0, 0, 0
66000, 74656, 0, 0, 0
67000, 74460, 0, 0, 0
68000, 75003, 0, 0, 0
69000, 74892, 0, 0, 0
70000, 73981, 0, 0, 0
71001, 73792, 0, 0, 0
72000, 74886, 0, 0, 0
73000, 74454, 0, 0, 0
74000, 74592, 0, 0, 0
75000, 74968, 0, 0, 0
76000, 73917, 0, 0, 0
77000, 74690, 0, 0, 0
78000, 74512, 0, 0, 0
79000, 75947, 0, 0, 0
80000, 75115, 0, 0, 0
81000, 74576, 0, 0, 0
82000, 72428, 0, 0, 0
83000, 75716, 0, 0, 0
84000, 73805, 0, 0, 0
85000, 74086, 0, 0, 0
86001, 74820, 0, 0, 0
87000, 74114, 0, 0, 0
88000, 74106, 0, 0, 0
89000, 74728, 0, 0, 0
90000, 74582, 0, 0, 0
91000, 74852, 0, 0, 0
92000, 73372, 0, 0, 0
93000, 73065, 0, 0, 0
94000, 73237, 0, 0, 0
95000, 75064, 0, 0, 0
96000, 74754, 0, 0, 0
97000, 74602, 0, 0, 0
98000, 74584, 0, 0, 0
99000, 75111, 0, 0, 0
100000, 74552, 0, 0, 0
101000, 74174, 0, 0, 0
102000, 74484, 0, 0, 0
103000, 72512, 0, 0, 0
104000, 72484, 0, 0, 0
105000, 72928, 0, 0, 0
106000, 73021, 0, 0, 0
107000, 71984, 0, 0, 0
108000, 72248, 0, 0, 0
109000, 71856, 0, 0, 0
110000, 73005, 0, 0, 0
111000, 73608, 0, 0, 0
112000, 74102, 0, 0, 0
113000, 74320, 0, 0, 0
114000, 74694, 0, 0, 0
115000, 76072, 0, 0, 0
116000, 73625, 0, 0, 0
117000, 74584, 0, 0, 0
118000, 74662, 0, 0, 0
119000, 75244, 0, 0, 0
120000, 75143, 0, 0, 0
121000, 73940, 0, 0, 0
122000, 74510, 0, 0, 0
123000, 73340, 0, 0, 0
124000, 73049, 0, 0, 0
125000, 71883, 0, 0, 0
126000, 71931, 0, 0, 0
127000, 74200, 0, 0, 0
128000, 74258, 0, 0, 0
129000, 74514, 0, 0, 0
130000, 74704, 0, 0, 0
131000, 73077, 0, 0, 0
132000, 72032, 0, 0, 0
133000, 71959, 0, 0, 0
134000, 72048, 0, 0, 0
135000, 72968, 0, 0, 0
136000, 72056, 0, 0, 0
137000, 71915, 0, 0, 0
138000, 71879, 0, 0, 0
139001, 73616, 0, 0, 0
140000, 73813, 0, 0, 0
141000, 73469, 0, 0, 0
142000, 74640, 0, 0, 0
143000, 74360, 0, 0, 0
144000, 74392, 0, 0, 0
145000, 74214, 0, 0, 0
146000, 74576, 0, 0, 0
147000, 75900, 0, 0, 0
148000, 75015, 0, 0, 0
149000, 75156, 0, 0, 0
150000, 74818, 0, 0, 0
151000, 75164, 0, 0, 0
152000, 75135, 0, 0, 0
153000, 74734, 0, 0, 0
154000, 74456, 0, 0, 0
155000, 75235, 0, 0, 0
156000, 75068, 0, 0, 0
157000, 74726, 0, 0, 0
158000, 74532, 0, 0, 0
159000, 75272, 0, 0, 0
160000, 75111, 0, 0, 0
161000, 72844, 0, 0, 0
162000, 73189, 0, 0, 0
163001, 74644, 0, 0, 0
164000, 75527, 0, 0, 0
165001, 72968, 0, 0, 0
166000, 74558, 0, 0, 0
167000, 73837, 0, 0, 0
168000, 75120, 0, 0, 0
169000, 75223, 0, 0, 0
