1000, 27177, 1, 0, 0
2000, 27857, 1, 0, 0
3000, 28792, 1, 0, 0
4000, 26953, 1, 0, 0
5000, 27779, 1, 0, 0
6000, 27068, 1, 0, 0
7000, 27354, 1, 0, 0
8000, 27790, 1, 0, 0
9000, 27676, 1, 0, 0
10000, 26565, 1, 0, 0
11000, 28692, 1, 0, 0
12000, 43012, 1, 0, 0
13000, 31701, 1, 0, 0
14000, 28880, 1, 0, 0
15000, 28700, 1, 0, 0
16000, 26764, 1, 0, 0
17000, 27708, 1, 0, 0
18000, 26273, 1, 0, 0
19000, 26339, 1, 0, 0
20000, 28412, 1, 0, 0
21000, 28189, 1, 0, 0
22000, 32614, 1, 0, 0
23000, 35859, 1, 0, 0
24000, 29261, 1, 0, 0
25000, 26865, 1, 0, 0
26000, 29249, 1, 0, 0
27000, 26426, 1, 0, 0
28000, 26459, 1, 0, 0
29000, 28955, 1, 0, 0
30000, 28625, 1, 0, 0
31000, 28697, 1, 0, 0
32000, 32778, 1, 0, 0
33000, 31453, 1, 0, 0
34000, 29676, 1, 0, 0
35000, 28218, 1, 0, 0
36000, 26938, 1, 0, 0
37000, 29226, 1, 0, 0
38000, 27486, 1, 0, 0
39000, 27278, 1, 0, 0
40000, 31983, 1, 0, 0
41000, 32273, 1, 0, 0
42000, 31318, 1, 0, 0
43000, 30285, 1, 0, 0
44000, 27278, 1, 0, 0
45000, 27465, 1, 0, 0
46000, 27412, 1, 0, 0
47000, 27425, 1, 0, 0
48000, 30119, 1, 0, 0
49000, 29897, 1, 0, 0
50000, 31431, 1, 0, 0
51000, 27668, 1, 0, 0
52000, 27865, 1, 0, 0
53000, 26507, 1, 0, 0
54000, 29163, 1, 0, 0
55000, 31588, 1, 0, 0
56000, 29664, 1, 0, 0
57000, 30448, 1, 0, 0
58000, 28484, 1, 0, 0
59000, 28300, 1, 0, 0
60000, 28641, 1, 0, 0
61000, 29540, 1, 0, 0
62000, 28920, 1, 0, 0
63000, 28700, 1, 0, 0
64000, 28842, 1, 0, 0
65000, 27836, 1, 0, 0
66000, 28971, 1, 0, 0
67000, 28786, 1, 0, 0
68000, 28477, 1, 0, 0
69000, 30104, 1, 0, 0
70000, 27871, 1, 0, 0
71000, 27492, 1, 0, 0
72000, 28465, 1, 0, 0
73000, 28898, 1, 0, 0
74000, 28719, 1, 0, 0
75000, 29402, 1, 0, 0
76000, 29004, 1, 0, 0
77000, 28768, 1, 0, 0
78000, 28577, 1, 0, 0
79000, 28154, 1, 0, 0
80000, 28446, 1, 0, 0
81000, 29355, 1, 0, 0
82000, 28295, 1, 0, 0
83000, 28953, 1, 0, 0
84000, 29013, 1, 0, 0
85000, 28903, 1, 0, 0
86000, 28746, 1, 0, 0
87000, 28581, 1, 0, 0
88000, 27382, 1, 0, 0
89000, 27672, 1, 0, 0
90000, 29030, 1, 0, 0
91000, 27806, 1, 0, 0
92000, 28279, 1, 0, 0
93000, 29241, 1, 0, 0
94000, 29054, 1, 0, 0
95000, 29225, 1, 0, 0
95391, 27321, 1, 0, 0
